id,signal_box_name,signal_prefix,workstation_name,signalling_method,eco_name,eco_type,elr,lor,mileage_from_raw,mileage_from_ch,mileage_to_raw,mileage_to_ch,source_doc,source_page,loaded_at
15993,Upminster S.C.C.,NL,,TCB,Romford,AC,,EA1340,0m 51ch,51,0m 65ch,65,Anglia - March 2026 Sectional Appendix.pdf,262,2026-04-28T02:36:21.353527
15994,Liverpool St IECC,S,,TCB,Romford,AC,LLS,EA1350,0m 15ch,15,3m 32ch,272,Anglia - March 2026 Sectional Appendix.pdf,263,2026-04-28T02:36:21.498525
15995,Dudding Hill Jn SB,DH,,TCB,,,NJN,EA1360,0m 54ch,54,7m 03ch,563,Anglia - March 2026 Sectional Appendix.pdf,264,2026-04-28T02:36:21.657608
15996,'.;2; Telephone linked to Wembley Main Line S.C.C.,ACW,,TCB,,,BOK4,EA1360,0m 66ch,66,8m 45ch,685,Anglia - March 2026 Sectional Appendix.pdf,265,2026-04-28T02:36:21.766332
15997,Upminster S.C.C.,NL,,TCB,Rugby,AC,,EA1370,0m 00ch,0,0m 58ch,58,Anglia - March 2026 Sectional Appendix.pdf,266,2026-04-28T02:36:21.913304
15998,Upper Holloway SB,UH,,TCB,Rugby,AC,HPW,EA1370,2m 76ch,236,4m 15ch,335,Anglia - March 2026 Sectional Appendix.pdf,267,2026-04-28T02:36:22.034856
15999,South Tottenham Station,S,,TCB,Rugby,AC,TSE,EA1370,4m 61ch,381,5m 77ch,477,Anglia - March 2026 Sectional Appendix.pdf,268,2026-04-28T02:36:22.150289
16000,South Tottenham St Jn SB,S,,TCB,Romford,AC,TAH2,EA1370,7m 21ch,581,11m 44ch,924,Anglia - March 2026 Sectional Appendix.pdf,269,2026-04-28T02:36:23.220693
16001,Liverpool St IECC,L,,TCB,Romford,AC,,EA1370,11m 79ch,959,13m 62ch,1102,Anglia - March 2026 Sectional Appendix.pdf,270,2026-04-28T02:36:23.278254
16002,Upminster IECC,UR,,TCB,,,FSS1,EA1380,0m 00ch,0,0m 61ch,61,Anglia - March 2026 Sectional Appendix.pdf,271,2026-04-28T02:36:23.361153
16003,Upminster IECC,UR,,TCB,,,FSS1,EA1380,1m 58ch,138,2m 57ch,217,Anglia - March 2026 Sectional Appendix.pdf,272,2026-04-28T02:36:23.526133
16004,Upminster IECC,UR,,TCB,,,FSS1,EA1380,3m 18ch,258,5m 28ch,428,Anglia - March 2026 Sectional Appendix.pdf,273,2026-04-28T02:36:23.711277
16005,Upminster IECC,UR,,TCB,,,FSS2,EA1380,6m 18ch,498,7m 08ch,568,Anglia - March 2026 Sectional Appendix.pdf,274,2026-04-28T02:36:23.811656
16006,Upminster IECC,UR,,TCB,,,TAH4,EA1380,7m 33ch,593,7m 42ch,602,Anglia - March 2026 Sectional Appendix.pdf,275,2026-04-28T02:36:23.873535
16007,Upminster IECC,UR,,TCB,Romford,AC,FSS2,EA1380,8m 10ch,650,8m 55ch,695,Anglia - March 2026 Sectional Appendix.pdf,276,2026-04-28T02:36:23.915622
16008,Upminster IECC,UR,,TCB,Romford,AC,FSS2,EA1380,9m 48ch,768,14m 38ch,1158,Anglia - March 2026 Sectional Appendix.pdf,277,2026-04-28T02:36:24.012588
16009,C B Upminst e r I E C C (U R ),,,T,,,FSS2,EA1380,15m 20ch,1220,18m 30ch,1470,Anglia - March 2026 Sectional Appendix.pdf,278,2026-04-28T02:36:24.203271
16010,Upminster IECC,UR,,TCB,Romford,AC,FSS2,EA1380,18m 70ch,1510,22m 69ch,1829,Anglia - March 2026 Sectional Appendix.pdf,279,2026-04-28T02:36:24.323097
16011,Upminster IECC,UR,,TCB,Romford,AC,FSS2,EA1380,24m 26ch,1946,26m 52ch,2132,Anglia - March 2026 Sectional Appendix.pdf,280,2026-04-28T02:36:24.464179
16012,Upminster IECC,UR,,TCB,Romford,AC,FSS2,,29m 11ch,2331,32m 43ch,2603,Anglia - March 2026 Sectional Appendix.pdf,281,2026-04-28T02:36:24.643294
16013,Upminster IECC,UR,,TCB,Romford,AC,FSS3,EA1380,33m 69ch,2709,34m 66ch,2786,Anglia - March 2026 Sectional Appendix.pdf,282,2026-04-28T02:36:24.785777
16014,Upminster IECC,UR,,TCB,Romford,AC,FSS3,EA1380,35m 27ch,2827,35m 55ch,2855,Anglia - March 2026 Sectional Appendix.pdf,283,2026-04-28T02:36:24.891826
16015,Upminster IECC,UR,,TCB,Romford,AC,FSS3,EA1380,36m 49ch,2929,37m 73ch,3033,Anglia - March 2026 Sectional Appendix.pdf,284,2026-04-28T02:36:24.928968
16016,Upminster IECC,UR,,TCB,Romford,AC,FSS3,EA1380,39m 40ch,3160,39m 40ch,3160,Anglia - March 2026 Sectional Appendix.pdf,285,2026-04-28T02:36:25.080166
16017,Upminster IECC,UR,,TCB,Romford,AC,FSS2,EA1390,7m 60ch,620,8m 60ch,700,Anglia - March 2026 Sectional Appendix.pdf,286,2026-04-28T02:36:25.113156
16018,Upminster IECC,UR,,TCB,Romford,AC,BKR,EA1390,9m 31ch,751,9m 54ch,774,Anglia - March 2026 Sectional Appendix.pdf,287,2026-04-28T02:36:25.293956
16019,Upminster IECC,UR,,TCB,Romford,AC,TLL,EA1390,10m 45ch,845,10m 45ch,845,Anglia - March 2026 Sectional Appendix.pdf,288,2026-04-28T02:36:25.357348
16020,Upminster IECC,UR,,TCB,Romford,AC,TLL,EA1390,12m 02ch,962,15m 27ch,1227,Anglia - March 2026 Sectional Appendix.pdf,289,2026-04-28T02:36:25.488710
16021,Upminster IECC,UR,,TCB,Romford,AC,LL,EA1390,16m 02ch,1282,17m 55ch,1415,Anglia - March 2026 Sectional Appendix.pdf,290,2026-04-28T02:36:25.687991
16022,Upminster IECC,UR,,TCB,Romford,AC,UPG,EA1390,18m 65ch,1505,19m 03ch,1523,Anglia - March 2026 Sectional Appendix.pdf,291,2026-04-28T02:36:25.797640
16023,Upminster IECC,UR,,TCB,Romford,AC,UPG,EA1390,19m 70ch,1590,21m 07ch,1687,Anglia - March 2026 Sectional Appendix.pdf,292,2026-04-28T02:36:25.924476
16024,Upminster IECC,UR,,TCB,Romford,AC,TLL,EA1390,21m 48ch,1728,24m 11ch,1931,Anglia - March 2026 Sectional Appendix.pdf,293,2026-04-28T02:36:26.041747
16025,Upminster IECC,UR,,TCB,Romford,AC,THN,EA1390,25m 07ch,2007,30m 36ch,2436,Anglia - March 2026 Sectional Appendix.pdf,294,2026-04-28T02:36:26.180656
16026,Upminster IECC,UR,,TCB,Romford,AC,TLL,EA1390,30m 75ch,2475,31m 43ch,2523,Anglia - March 2026 Sectional Appendix.pdf,295,2026-04-28T02:36:26.308471
16027,Upminster IECC,UR,,TCB,Romford,AC,FSS2,EA1390,32m 14ch,2574,32m 43ch,2603,Anglia - March 2026 Sectional Appendix.pdf,296,2026-04-28T02:36:26.486161
16028,Upminster IECC,UR,,TCB,Romford,AC,BKR,EA1395,7m 60ch,620,10m 26ch,826,Anglia - March 2026 Sectional Appendix.pdf,297,2026-04-28T02:36:26.633882
16029,Upminster IECC,UR,,TCB,Romford,AC,TN1,EA1400,2m 57ch,217,3m 24ch,264,Anglia - March 2026 Sectional Appendix.pdf,298,2026-04-28T02:36:26.776335
16030,Upminster IECC,UR,,TCB,Romford,AC,FSS2,EA1410,3m 05ch,245,15m 39ch,1239,Anglia - March 2026 Sectional Appendix.pdf,299,2026-04-28T02:36:26.853151
16031,Upminster IECC,UR,,TCB,Romford,AC,UPG,EA1410,5m 38ch,438,6m 15ch,495,Anglia - March 2026 Sectional Appendix.pdf,300,2026-04-28T02:36:26.982781
16032,Upminster IECC,UR,,TCB,Romford,AC,TLL,EA1410,,,,,Anglia - March 2026 Sectional Appendix.pdf,301,2026-04-28T02:36:27.022348
16033,Upminster IECC,,,TCB,Romford,AC,TLL,EA1420,26m 41ch,2121,30m 18ch,2418,Anglia - March 2026 Sectional Appendix.pdf,302,2026-04-28T02:36:27.063961
16034,Colchester SB,CO,,TCB,• Down Bacon Factory Curve,DC,BFC,EA1430,69m 41ch,5561,70m 04ch,5604,Anglia - March 2026 Sectional Appendix.pdf,303,2026-04-28T02:36:27.234661
16035,Colchester SB,CO,,TCB,,,FEL,,72m 00ch,5760,72m 22ch,5782,Anglia - March 2026 Sectional Appendix.pdf,304,2026-04-28T02:36:27.358826
16036,Saxmundham SB,ES,,,,,ESK,,73m 45ch,5885,78m 66ch,6306,Anglia - March 2026 Sectional Appendix.pdf,305,2026-04-28T02:36:27.406308
16037,Saxmundham SB,ES,,TCB,,,ESK,,79m 00ch,6320,79m 31ch,6351,Anglia - March 2026 Sectional Appendix.pdf,306,2026-04-28T02:36:27.525786
16038,Saxmundham SB,ES,,TCB,,,,EA1430,79m 42ch,6362,84m 64ch,6784,Anglia - March 2026 Sectional Appendix.pdf,307,2026-04-28T02:36:27.644221
16039,Saxmundham SB,ES,,TCB,,,ESK,EA1430,85m 29ch,6829,90m 30ch,7230,Anglia - March 2026 Sectional Appendix.pdf,308,2026-04-28T02:36:27.756448
16040,Saxmundham SB,ES,,TCB,,,SIZ,EA1430,90m 74ch,7274,93m 49ch,7489,Anglia - March 2026 Sectional Appendix.pdf,309,2026-04-28T02:36:27.973846
16041,Saxmundham,ES,,TCB,,,ESK,EA1430,94m 16ch,7536,95m 35ch,7635,Anglia - March 2026 Sectional Appendix.pdf,310,2026-04-28T02:36:28.083149
16042,Saxmundham SB,ES,,TCB,,,ESK,EA1430,96m 09ch,7689,99m 52ch,7972,Anglia - March 2026 Sectional Appendix.pdf,311,2026-04-28T02:36:28.120154
16043,Saxmundham SB,ES,,,,,ESK,EA1430,100m 49ch,8049,104m 28ch,8348,Anglia - March 2026 Sectional Appendix.pdf,312,2026-04-28T02:36:28.898815
16044,Saxmundham SB,ES,,,,,ESK,EA1430,104m 46ch,8366,107m 68ch,8628,Anglia - March 2026 Sectional Appendix.pdf,313,2026-04-28T02:36:29.469751
16045,Saxmundham SB,ES,,,,,ESK,EA1430,108m 60ch,8700,109m 11ch,8731,Anglia - March 2026 Sectional Appendix.pdf,314,2026-04-28T02:36:29.965910
16046,Saxmundham SB,ES,,TCB,,,ESK,EA1430,109m 31ch,8751,114m 06ch,9126,Anglia - March 2026 Sectional Appendix.pdf,315,2026-04-28T02:36:30.029491
16047,"Colchester, Lowestoft WS",YL,,TCB,,,NOL,EA1430,114m 37ch,9157,116m 27ch,9307,Anglia - March 2026 Sectional Appendix.pdf,316,2026-04-28T02:36:30.151883
16048,Colchester SB,FW,,TCB,,,ESK,EA1440,72m 23ch,5783,79m 49ch,6369,Anglia - March 2026 Sectional Appendix.pdf,318,2026-04-28T02:36:30.263951
16049,Colchester SB,FW,,TCB,,,FED,EA1440,80m 00ch,6400,84m 30ch,6750,Anglia - March 2026 Sectional Appendix.pdf,319,2026-04-28T02:36:30.374448
16050,Colchester SB,FW,,TCB,,,FEL,EA1450,0m 00ch,0,0m 18ch,18,Anglia - March 2026 Sectional Appendix.pdf,320,2026-04-28T02:36:30.477858
16051,Colchester SB,FW,,TCB,,,FEL,EA1460,83m 57ch,6697,85m 34ch,6834,Anglia - March 2026 Sectional Appendix.pdf,321,2026-04-28T02:36:30.602712
16052,Colchester SB,CO,,TCB,,,,EA1470,0m 29ch,29,1m 69ch,149,Anglia - March 2026 Sectional Appendix.pdf,322,2026-04-28T02:36:30.704707
16053,Trowse Swing Bridge SB,TB,,TCB,,,NAY,EA1470,2m 18ch,178,5m 73ch,473,Anglia - March 2026 Sectional Appendix.pdf,323,2026-04-28T02:36:30.830651
16054,Colchester PSB Lowestoft WS,YL,,TCB,,,NOL,EA1470,6m 30ch,510,10m 03ch,803,Anglia - March 2026 Sectional Appendix.pdf,324,2026-04-28T02:36:30.957428
16055,Colchester PSB Lowestofts WS,YL,,TCB,,,RBY,EA1470,10m 52ch,852,12m 49ch,1009,Anglia - March 2026 Sectional Appendix.pdf,325,2026-04-28T02:36:31.057663
16056,Colchester PSB Lowestoft WS,YL,,TCB,,,NOL,EA1470,13m 06ch,1046,17m 30ch,1390,Anglia - March 2026 Sectional Appendix.pdf,326,2026-04-28T02:36:31.171606
16057,Colchester PSB Lowestoft WS,YL,,TCB,,,NOL,EA1470,17m 60ch,1420,22m 04ch,1764,Anglia - March 2026 Sectional Appendix.pdf,327,2026-04-28T02:36:31.288188
16058,Colchester PSB Lowestoft WS (YL/ES) U,,,TCB,,,ESK,EA1470,22m 14ch,1774,23m 41ch,1881,Anglia - March 2026 Sectional Appendix.pdf,328,2026-04-28T02:36:31.335858
16059,Trowse Swing Bridge SB,TB,,TCB,,,NOL,EA1480,1m 69ch,149,5m 19ch,419,Anglia - March 2026 Sectional Appendix.pdf,329,2026-04-28T02:36:31.444867
16060,Trowse Swing Bridge SB,TB,,TCB,,,WHC1,EA1480,5m 74ch,474,9m 05ch,725,Anglia - March 2026 Sectional Appendix.pdf,330,2026-04-28T02:36:31.552912
16061,Trowse Swing Bridge SB,TB,,TCB,,,WHC1,EA1480,10m 01ch,801,11m 29ch,909,Anglia - March 2026 Sectional Appendix.pdf,331,2026-04-28T02:36:31.664486
16062,Trowse Swing Bridge SB,TB,,TCB,,,WHC1,EA1480,12m 10ch,970,15m 05ch,1205,Anglia - March 2026 Sectional Appendix.pdf,332,2026-04-28T02:36:32.381296
16063,Trowse Swing Bridge SB,TB,,TCB,,,WHC1,EA1480,16m 00ch,1280,23m 20ch,1860,Anglia - March 2026 Sectional Appendix.pdf,333,2026-04-28T02:36:32.723193
16064,Trowse Swing Bridge SB,TB,,TCB,,,CRS,EA1480,11m 55ch,935,46m 42ch,3722,Anglia - March 2026 Sectional Appendix.pdf,334,2026-04-28T02:36:32.841260
16065,OT Trowse Swing Bridge SB,TB,,,,,CRS,EA1490,42m 69ch,3429,46m 42ch,3722,Anglia - March 2026 Sectional Appendix.pdf,335,2026-04-28T02:36:32.953643
16066,Colchester PSB Brundall WS (Yl),,,TCB,,,NOL,EA1500,5m 72ch,472,8m 23ch,663,Anglia - March 2026 Sectional Appendix.pdf,336,2026-04-28T02:36:33.061029
16067,Colchester PSB Brundall WS,YL,,TCB,,,NAY,EA1500,10m 20ch,820,12m 57ch,1017,Anglia - March 2026 Sectional Appendix.pdf,337,2026-04-28T02:36:33.166143
16068,Colchester PSB Brundall WS,YL,,TCB,,,NAY,EA1500,14m 12ch,1132,17m 02ch,1362,Anglia - March 2026 Sectional Appendix.pdf,338,2026-04-28T02:36:33.276274
16069,Acle Line Colchester PSB Brundall,,,TCB,,,RBY,EA1500,20m 45ch,1645,20m 45ch,1645,Anglia - March 2026 Sectional Appendix.pdf,339,2026-04-28T02:36:33.382350
16070,OTS Saxmundham SB,ES,,,,,ESK,EA1520,91m 40ch,7320,95m 79ch,7679,Anglia - March 2026 Sectional Appendix.pdf,342,2026-04-28T02:36:33.542229
16071,Cambridge SB Workstation 3,CA,,TCB,,,BGK,EA1530,0m 23ch,23,3m 69ch,309,Anglia - March 2026 Sectional Appendix.pdf,343,2026-04-28T02:36:33.667533
16072,Cambridge SB Workstation 3 (CA~,,,TCB,,,CCH,EA1530,4m 36ch,356,11m 09ch,889,Anglia - March 2026 Sectional Appendix.pdf,344,2026-04-28T02:36:33.776266
16073,RAS Chippenham Jn SB,CM,,,,,CCH,EA1530,12m 11ch,971,15m 01ch,1201,Anglia - March 2026 Sectional Appendix.pdf,345,2026-04-28T02:36:33.811110
16074,Bury St Edmunds Yard SB,BY,,TCB,,,SOB2,EA1530,16m 04ch,1284,18m 69ch,1509,Anglia - March 2026 Sectional Appendix.pdf,346,2026-04-28T02:36:33.841169
16075,C B Bury St Edmunds Yard SB,BY,,T,,,CCH,EA1530,20m 18ch,1618,28m 44ch,2284,Anglia - March 2026 Sectional Appendix.pdf,347,2026-04-28T02:36:33.945107
16076,Bury St Edmunds SB,BY,,TCB,,,CCH,EA1530,30m 49ch,2449,33m 71ch,2711,Anglia - March 2026 Sectional Appendix.pdf,348,2026-04-28T02:36:34.077441
16077,Colchester SB,CO,,TCB,,,LTN1,EA1530,36m 59ch,2939,40m 49ch,3249,Anglia - March 2026 Sectional Appendix.pdf,349,2026-04-28T02:36:34.192808
16078,Chippenham Jn. SB,CM,,TCB,,,SOB2,EA1540,0m 63ch,63,5m 05ch,405,Anglia - March 2026 Sectional Appendix.pdf,350,2026-04-28T02:36:34.301006
16079,Cambridge SB Workstation 4,CA,,TCB,,,SOB2,EA1540,5m 58ch,458,7m 78ch,638,Anglia - March 2026 Sectional Appendix.pdf,351,2026-04-28T02:36:34.439450
16080,Cambridge SB Workstation 4 (CA~,,,TCB,,,SOB2,EA1540,8m 02ch,642,10m 36ch,836,Anglia - March 2026 Sectional Appendix.pdf,352,2026-04-28T02:36:34.536868
16081,Cambridge SB Workstation 4 (CA,,,TCB,,,BGK,EA1540,11m 11ch,891,12m 33ch,993,Anglia - March 2026 Sectional Appendix.pdf,353,2026-04-28T02:36:34.623346
16082,Cambridge SB Workstation 4,CA,,TCB,,,EMP,EA1550,0m 00ch,0,1m 00ch,80,Anglia - March 2026 Sectional Appendix.pdf,354,2026-04-28T02:36:34.726505
16083,Cambridge SB Workstation 4,CA,,TCB,,,EWC,EA1560,71m 63ch,5743,74m 58ch,5978,Anglia - March 2026 Sectional Appendix.pdf,355,2026-04-28T02:36:34.842520
16084,Cambridge SB Workstation 4,CA,,TCB,,,EMP,EA1560,74m 79ch,5999,76m 54ch,6134,Anglia - March 2026 Sectional Appendix.pdf,356,2026-04-28T02:36:34.954116
16085,U p p la tfo r m 2 - 4 9 m ( 53 y d s ),M,,AB,,,EMP,EA1560,79m 50ch,6370,82m 04ch,6564,Anglia - March 2026 Sectional Appendix.pdf,357,2026-04-28T02:36:35.062909
16086,March South Jn SB,MS,,TCB,,,EMP,EA1560,83m 07ch,6647,85m 07ch,6807,Anglia - March 2026 Sectional Appendix.pdf,358,2026-04-28T02:36:35.158627
16087,March South SB,MS,,,,,EMP,EA1560,85m 37ch,6837,85m 69ch,6869,Anglia - March 2026 Sectional Appendix.pdf,359,2026-04-28T02:36:35.796745
16088,March East Jn SB,ME,,TCB,,,WIG,EA1560,85m 76ch,6876,89m 51ch,7171,Anglia - March 2026 Sectional Appendix.pdf,360,2026-04-28T02:36:35.922515
16089,Beggars Bridge LC Is closed and should be removed,THS,,AB,,,EMP,EA1560,90m 03ch,7203,93m 71ch,7511,Anglia - March 2026 Sectional Appendix.pdf,361,2026-04-28T02:36:36.028811
16090,Whittlesea SB,W,,AB,,,EMP,EA1560,94m 54ch,7574,95m 51ch,7651,Anglia - March 2026 Sectional Appendix.pdf,362,2026-04-28T02:36:36.063968
16091,HABD on Down Line,K,,TCB,,,EMP,EA1560,96m 75ch,7755,98m 40ch,7880,Anglia - March 2026 Sectional Appendix.pdf,363,2026-04-28T02:36:36.102136
16092,March East SB,ME,,TCB,,,EMP,EA1570,85m 78ch,6878,87m 31ch,6991,Anglia - March 2026 Sectional Appendix.pdf,364,2026-04-28T02:36:36.139785
16093,March East SB,ME,,,,,WIG,EA1570,89m 21ch,7141,93m 60ch,7500,Anglia - March 2026 Sectional Appendix.pdf,365,2026-04-28T02:36:36.608429
16094,Cambridge SB,EN,,TCB,,,ETN,EA1580,71m 72ch,5752,78m 54ch,6294,Anglia - March 2026 Sectional Appendix.pdf,368,2026-04-28T02:36:36.825294
16095,Cambridge SB,EN,,TCB,,,ETN,EA1580,79m 16ch,6336,85m 50ch,6850,Anglia - March 2026 Sectional Appendix.pdf,369,2026-04-28T02:36:36.870878
16096,Cambridge SB,EN,,TCB,,,ETN,EA1580,86m 29ch,6909,87m 16ch,6976,Anglia - March 2026 Sectional Appendix.pdf,370,2026-04-28T02:36:37.001394
16097,Cambridge SB,EN,,TCB,,,ETN,EA1580,88m 72ch,7112,93m 50ch,7490,Anglia - March 2026 Sectional Appendix.pdf,371,2026-04-28T02:36:37.102735
16098,Cambridge SB,EN,,TCB,,,ETN,EA1580,94m 70ch,7590,100m 17ch,8017,Anglia - March 2026 Sectional Appendix.pdf,372,2026-04-28T02:36:37.210088
16099,Cambridge SB,EN,,TCB,,,ETN,EA1580,101m 35ch,8115,104m 41ch,8361,Anglia - March 2026 Sectional Appendix.pdf,373,2026-04-28T02:36:37.316209
16100,Cambridge SB,EN,,TCB,,,ETN,EA1580,105m 30ch,8430,110m 05ch,8805,Anglia - March 2026 Sectional Appendix.pdf,374,2026-04-28T02:36:37.438629
16101,Cambridge SB,EN,,TCB,,,ETN,EA1580,110m 32ch,8832,113m 72ch,9112,Anglia - March 2026 Sectional Appendix.pdf,375,2026-04-28T02:36:37.592119
16102,Cambridge SB,EN,Norwich panel,,,,ETN,EA1580,114m 34ch,9154,119m 48ch,9568,Anglia - March 2026 Sectional Appendix.pdf,376,2026-04-28T02:36:38.345633
16103,Colchester SB,CO,,TCB,,,ETN,EA1580,120m 02ch,9602,123m 00ch,9840,Anglia - March 2026 Sectional Appendix.pdf,377,2026-04-28T02:36:39.007242
16104,Colchester SB,CO,,TCB,,,ESK,EA1744,0m 00ch,0,0m 63ch,63,Anglia - March 2026 Sectional Appendix.pdf,378,2026-04-28T02:36:39.099361
16105,EMCC,NN,,TCB,,,NOB1,LN3625,1m 04ch,84,2m 79ch,239,Anglia - March 2026 Sectional Appendix.pdf,379,2026-04-28T02:36:39.232410
16106,Three Bridges (ROC) Victoria Eastern W/S (TVSJ,,,TCB,Lewisham,DC,,SO110,0m 00ch,0,0m 56ch,56,"Kent, Sussex & Wessex Sectional Appendix March 2026.pdf",295,2026-04-28T02:37:19.933891
16107,Three Bridges (ROC) Victoria Eastern W/S,TVS,,TCB,Lewisham,DC,VIR,SO110,0m 58ch,58,1m 45ch,125,"Kent, Sussex & Wessex Sectional Appendix March 2026.pdf",296,2026-04-28T02:37:20.024731
16108,C B Vi ct o r i a S B ( V S ),,,T,,,FLL,SO110,1m 09ch,89,2m 15ch,175,"Kent, Sussex & Wessex Sectional Appendix March 2026.pdf",297,2026-04-28T02:37:20.106841
16109,Victoria SB,VS,,TCB,Lewisham,DC,VIR,SO110,2m 25ch,185,3m 14ch,254,"Kent, Sussex & Wessex Sectional Appendix March 2026.pdf",298,2026-04-28T02:37:20.178803
16110,Victoria SB,VS,,TCB,Lewisham,DC,HHH,SO110,3m 70ch,310,4m 06ch,326,"Kent, Sussex & Wessex Sectional Appendix March 2026.pdf",299,2026-04-28T02:37:20.254700
16111,Victoria SB,VS,,TCB,Lewisham,DC,VIR,SO110,4m 40ch,360,7m 15ch,575,"Kent, Sussex & Wessex Sectional Appendix March 2026.pdf",300,2026-04-28T02:37:20.319373
16112,Victoria SB,VS,,TCB,Lewisham,DC,VIR,SO110,7m 66ch,626,7m 66ch,626,"Kent, Sussex & Wessex Sectional Appendix March 2026.pdf",301,2026-04-28T02:37:20.383232
16113,Victoria SB,VS,,TCB,Lewisham,DC,NBB,SO110,8m 21ch,661,9m 14ch,734,"Kent, Sussex & Wessex Sectional Appendix March 2026.pdf",302,2026-04-28T02:37:20.453202
16114,Victoria SB,VS,,TCB,Lewisham,DC,CAT,SO110,9m 54ch,774,10m 03ch,803,"Kent, Sussex & Wessex Sectional Appendix March 2026.pdf",303,2026-04-28T02:37:20.479281
16115,Victoria SB,VS,,TCB,Lewisham,DC,VIR,SO110,10m 71ch,871,11m 76ch,956,"Kent, Sussex & Wessex Sectional Appendix March 2026.pdf",304,2026-04-28T02:37:20.545070
16116,Victoria SB,VS,,TCB,Lewisham,DC,CSM2,SO110,7m 40ch,600,12m 59ch,1019,"Kent, Sussex & Wessex Sectional Appendix March 2026.pdf",305,2026-04-28T02:37:20.629024
16117,Victoria SB,VS,,TCB,Lewisham,DC,CSM3,SO110,13m 17ch,1057,14m 57ch,1177,"Kent, Sussex & Wessex Sectional Appendix March 2026.pdf",306,2026-04-28T02:37:20.711197
16118,Victoria SB,VS,,TCB,Paddock Wood,DC,SBJ,SO110,17m 31ch,1391,17m 46ch,1406,"Kent, Sussex & Wessex Sectional Appendix March 2026.pdf",307,2026-04-28T02:37:20.785698
16119,Victoria SB,VS,,TCB,Paddock Wood,DC,FJS,SO110,19m 16ch,1536,26m 00ch,2080,"Kent, Sussex & Wessex Sectional Appendix March 2026.pdf",308,2026-04-28T02:37:20.859385
16120,East Kent Signalling Centre,EK,,TCB,Paddock Wood,DC,VIR,SO110,33m 34ch,2674,33m 48ch,2688,"Kent, Sussex & Wessex Sectional Appendix March 2026.pdf",310,2026-04-28T02:37:21.207761
16121,East Kent Signalling Centre,EK,,TCB,Paddock Wood,DC,VIR,SO110,33m 79ch,2719,36m 05ch,2885,"Kent, Sussex & Wessex Sectional Appendix March 2026.pdf",311,2026-04-28T02:37:21.288203
16122,East Kent Signalling Centre,EK,,TCB,Paddock Wood,DC,VIR,SO110,36m 17ch,2897,36m 18ch,2898,"Kent, Sussex & Wessex Sectional Appendix March 2026.pdf",312,2026-04-28T02:37:21.350200
16123,East Kent Signalling Centre,EK,,TCB,Paddock Wood,DC,VIR,SO110,37m 61ch,3021,39m 43ch,3163,"Kent, Sussex & Wessex Sectional Appendix March 2026.pdf",313,2026-04-28T02:37:21.424331
16124,East Kent Signalling Centre,EK,,TCB,Canterbury,DC,WMS,SO110,42m 40ch,3400,44m 18ch,3538,"Kent, Sussex & Wessex Sectional Appendix March 2026.pdf",314,2026-04-28T02:37:21.488488
16125,East Kent Signalling Centre,EK,,TCB,Canterbury,DC,VIR,SO110,44m 59ch,3579,45m 55ch,3655,"Kent, Sussex & Wessex Sectional Appendix March 2026.pdf",315,2026-04-28T02:37:21.563588
16126,East Kent Signalling Centre,EK,,TCB,Canterbury,DC,VIR,SO110,47m 02ch,3762,50m 27ch,4027,"Kent, Sussex & Wessex Sectional Appendix March 2026.pdf",316,2026-04-28T02:37:21.636717
16127,East Kent Signalling Centre,EK,,TCB,Canterbury,DC,FDM,SO110,51m 77ch,4157,53m 74ch,4314,"Kent, Sussex & Wessex Sectional Appendix March 2026.pdf",317,2026-04-28T02:37:21.705978
16128,east Kent Signalling Centre,EK,,TCB,Canterbury,DC,VIR,SO110,55m 42ch,4442,60m 62ch,4862,"Kent, Sussex & Wessex Sectional Appendix March 2026.pdf",318,2026-04-28T02:37:21.774422
16129,East Kent Signalling Centre,EK,,TCB,Canterbury,DC,VIR,SO110,62m 46ch,5006,71m 04ch,5684,"Kent, Sussex & Wessex Sectional Appendix March 2026.pdf",319,2026-04-28T02:37:21.853532
16130,East Kent Signalling Centre,EK,,TCB,Canterbury,DC,,SO110,79m 14ch,6334,85m 22ch,6822,"Kent, Sussex & Wessex Sectional Appendix March 2026.pdf",322,2026-04-28T02:37:22.003058
16131,Three Bridges ROC,TL,,TCB,Lewisham,DC,CBM,SO130,0m 00ch,0,0m 38ch,38,"Kent, Sussex & Wessex Sectional Appendix March 2026.pdf",324,2026-04-28T02:37:22.157362
16132,Three Bridges ROC,TL,Gharing Cross Workstation,TCB,,,XTO,SO130,0m 00ch,0,0m 37ch,37,"Kent, Sussex & Wessex Sectional Appendix March 2026.pdf",325,2026-04-28T02:37:22.226433
16133,"L2 Overlay lines 7,8 and 9",TL,Gharing Cross Workstation,ERTMS,,,BMJ,SO130,0m 61ch,61,1m 50ch,130,"Kent, Sussex & Wessex Sectional Appendix March 2026.pdf",326,2026-04-28T02:37:22.323761
16134,Three Bridges ROC,TL,,TCB,Lewisham,DC,XTO,SO130,1m 69ch,149,2m 38ch,198,"Kent, Sussex & Wessex Sectional Appendix March 2026.pdf",327,2026-04-28T02:37:22.418010
16135,Three Bridges ROC,TL,,TCB,Lewisham,DC,XTO,SO130,1m 07ch,87,3m 39ch,279,"Kent, Sussex & Wessex Sectional Appendix March 2026.pdf",328,2026-04-28T02:37:22.515297
